 country ,year, pop , gdp , gdp_per_cap , gdp_per_cap_sq , im , im_millions , ex , IM + EX , ex_millions , nx_gdp , lndarea , lndarea_per_cap , co2_millions_tonnes , n2o_millions_tonnes , so2_millions_tonnes , co2 , n2o , so2 , co2_per_cap ,ocean,democ,autoc,polity
 Liberia ,2013,"4,427,313.00","5,894,234,690.76","1,331.33","1,772,451.64","1,150,000,000.00","1,150.00","559,000,000.00","1,709,000,000.00",559,0.29,96320.00,0.021756,0.87,0.3,0.8,"874,000.00","300,000.00","799,000.00",0.2,0,7,1,6
 Liberia ,2014,"4,519,398.00","6,181,038,115.73","1,367.67","1,870,517.02","1,997,000,000.00","1,997.00","444,000,000.00","2,441,000,000.00",444,0.39,96320.00,0.021313,1.19,0.47,1.07,"1,188,000.00","470,000.00","1,074,000.00",0.26,0,7,1,6
 Liberia ,2015,"4,612,329.00","5,869,634,044.11","1,272.60","1,619,502.02","1,687,000,000.00","1,687.00","283,000,000.00","1,970,000,000.00",283,0.34,96320.00,0.020883,1.2,0.8,1.09,"1,203,000.00","800,000.00","1,088,000.00",0.26,0,7,1,6
 Liberia ,2016,"4,706,097.00","6,558,153,165.56","1,393.54","1,941,964.84","1,302,000,000.00","1,302.00","279,000,000.00","1,581,000,000.00",279,0.24,96320.00,0.020467,1.35,0.34,1.26,"1,354,000.00","340,000.00","1,260,000.00",0.29,0,7,1,6
 Liberia ,2017,"4,796,631.00","7,355,207,879.35","1,533.41","2,351,350.02","1,089,000,000.00","1,089.00","358,000,000.00","1,447,000,000.00",358,0.2,96320.00,0.020081,1.23,0.34,1.12,"1,228,000.00","340,000.00","1,118,000.00",0.26,0,7,1,6
 Liberia ,2018,"4,889,391.00","7,618,100,706.39","1,558.09","2,427,637.75","1,143,000,000.00","1,143.00","548,000,000.00","1,691,000,000.00",548,0.22,96320.00,0.0197,1.08,0.32,0.96,"1,082,000.00","320,000.00","960,000.00",0.22,0,8,1,7
 Liberia ,2019,"4,985,289.00","7,563,043,545.04","1,517.07","2,301,508.18","1,033,000,000.00","1,033.00","543,000,000.00","1,576,000,000.00",543,0.21,96320.00,0.019321,1.11,0.46,0.98,"1,106,000.00","460,000.00","975,000.00",0.22,0,8,1,7
 Liberia ,2020,"5,087,584.00","7,425,910,242.08","1,459.61","2,130,473.84","1,102,000,000.00","1,102.00","608,000,000.00","1,710,000,000.00",608,0.23,96320.00,0.018932,1.13,0.46,1,"1,127,000.00","460,000.00","996,000.00",0.22,0,8,1,7
 Liberia ,2021,"5,193,416.00","8,120,180,788.46","1,563.55","2,444,697.76","1,478,000,000.00","1,478.00","879,000,000.00","2,357,000,000.00",879,0.29,96320.00,0.018547,1.2,0.46,1.06,"1,195,000.00","460,000.00","1,064,000.00",0.23,0,8,1,7
 Libya ,2011,"6,188,132.00","99,575,929,952.29","16,091.44","258,934,312.10","8,000,000,000.00","8,000.00","19,060,000,000.00","27,060,000,000.00","19,060.00",0.27,1759540.00,0.284341,49.21,1.77,35.2,"49,212,000.00","1,770,000.00","35,200,000.00",7.95,0,-77,-77,-77
 Libya ,2012,"5,869,870.00","172,534,714,526.23","29,393.28","863,964,729.42","22,000,000,000.00","22,000.00","61,026,000,000.00","83,026,000,000.00","61,026.00",0.48,1759540.00,0.299758,55.28,1.86,32.63,"55,279,000.00","1,860,000.00","32,628,000.00",9.42,0,-77,-77,-77
 Libya ,2013,"5,985,221.00","144,459,716,294.73","24,136.07","582,549,901.44","27,000,000,000.00","27,000.00","46,018,000,000.00","73,018,000,000.00","46,018.00",0.51,1759540.00,0.293981,43.46,1.89,21.62,"43,458,000.00","1,890,000.00","21,616,000.00",7.26,0,-77,-77,-77
 Libya ,2014,"6,097,764.00","126,891,987,216.84","20,809.59","433,039,161.96","18,994,000,000.00","18,994.00","20,826,000,000.00","39,820,000,000.00","20,826.00",0.31,1759540.00,0.288555,60.6,1.82,41.33,"60,602,000.00","1,820,000.00","41,330,000.00",9.94,0,-77,-77,-77
 Libya ,2015,"6,192,235.00","137,239,376,148.15","22,163.14","491,204,809.95","16,429,000,000.00","16,429.00","11,392,000,000.00","27,821,000,000.00","11,392.00",0.2,1759540.00,0.284153,54.55,1.72,32.03,"54,551,000.00","1,720,000.00","32,032,000.00",8.81,0,-77,-77,-77
 Libya ,2016,"6,282,196.00","137,402,734,086.00","21,871.77","478,374,239.93","8,667,000,000.00","8,667.00","6,764,000,000.00","15,431,000,000.00","6,764.00",0.11,1759540.00,0.280084,51.65,1.81,25.55,"51,649,000.00","1,810,000.00","25,547,000.00",8.22,0,-77,-77,-77
 Libya ,2017,"6,378,261.00","154,436,265,462.74","24,212.91","586,265,055.56","10,556,000,000.00","10,556.00","18,865,000,000.00","29,421,000,000.00","18,865.00",0.19,1759540.00,0.275865,53.44,1.8,26.19,"53,437,000.00","1,800,000.00","26,194,000.00",8.38,0,-77,-77,-77
 Libya ,2018,"6,477,793.00","170,683,113,309.89","26,348.96","694,267,731.03","13,786,000,000.00","13,786.00","29,830,000,000.00","43,616,000,000.00","29,830.00",0.26,1759540.00,0.271626,54.02,1.81,25.93,"54,016,000.00","1,810,000.00","25,934,000.00",8.34,0,-77,-77,-77
 Libya ,2019,"6,569,088.00","154,285,180,031.99","23,486.54","551,617,789.68","17,184,000,000.00","17,184.00","27,733,000,000.00","44,917,000,000.00","27,733.00",0.29,1759540.00,0.267851,69.24,1.83,42.11,"69,244,000.00","1,830,000.00","42,114,000.00",10.54,0,-77,-77,-77
 Libya ,2020,"6,653,942.00","118,779,596,659.37","17,851.01","318,658,619.61","13,748,000,000.00","13,748.00","7,354,000,000.00","21,102,000,000.00","7,354.00",0.18,1759540.00,0.264436,58.57,1.83,37.01,"58,565,000.00","1,830,000.00","37,008,000.00",8.8,0,-77,-77,-77
 Libya ,2021,"6,735,277.00","162,527,823,149.67","24,130.83","582,296,948.32","18,972,000,000.00","18,972.00","28,986,000,000.00","47,958,000,000.00","28,986.00",0.3,1759540.00,0.261242,74.53,1.83,44.33,"74,525,000.00","1,830,000.00","44,330,000.00",11.06,0,-77,-77,-77
 Madagascar ,2011,"22,348,158.00","33,666,784,883.19","1,506.47","2,269,445.83","1,811,770,000.00","1,811.77","1,219,380,000.00","3,031,150,000.00","1,219.38",0.09,581795.00,0.026033,2.37,9.01,1.89,"2,374,000.00","9,010,000.00","1,891,000.00",0.11,0,4,1,3
 Madagascar ,2012,"22,966,240.00","34,211,234,495.36","1,489.63","2,219,002.00","1,799,720,000.00","1,799.72","1,269,770,000.00","3,069,490,000.00","1,269.77",0.09,581795.00,0.025333,2.74,8.9,1.96,"2,744,000.00","8,900,000.00","1,959,000.00",0.12,0,4,1,3
 Madagascar ,2013,"23,588,073.00","35,256,747,642.23","1,494.69","2,234,084.36","2,081,390,000.00","2,081.39","1,463,600,000.00","3,544,990,000.00","1,463.60",0.1,581795.00,0.024665,3.21,8.82,1.99,"3,208,000.00","8,820,000.00","1,990,000.00",0.14,0,4,1,3
 Madagascar ,2014,"24,215,976.00","36,701,692,063.63","1,515.60","2,297,038.21","3,339,611,034.78","3,339.61","2,223,116,801.42","5,562,727,836.20","2,223.12",0.15,581795.00,0.024025,3.16,8.6,2.08,"3,158,000.00","8,600,000.00","2,081,000.00",0.13,0,6,0,6
 Madagascar ,2015,"24,850,912.00","37,486,176,943.11","1,508.44","2,275,399.40","2,934,024,680.96","2,934.02","2,136,989,313.44","5,071,013,994.40","2,136.99",0.14,581795.00,0.023411,3.23,9.04,2.12,"3,227,000.00","9,040,000.00","2,118,000.00",0.13,0,6,0,6
 Madagascar ,2016,"25,501,941.00","39,996,972,856.62","1,568.39","2,459,845.18","2,971,226,556.35","2,971.23","2,257,700,817.31","5,228,927,373.66","2,257.70",0.13,581795.00,0.022814,3.27,9.42,2.18,"3,268,000.00","9,420,000.00","2,184,000.00",0.13,0,6,0,6
 Madagascar ,2017,"26,169,542.00","40,514,544,581.33","1,548.16","2,396,788.32","3,670,381,327.22","3,670.38","2,852,243,119.65","6,522,624,446.87","2,852.24",0.16,581795.00,0.022232,4.12,9.03,2.58,"4,119,000.00","9,030,000.00","2,583,000.00",0.16,0,6,0,6
 Madagascar ,2018,"26,846,541.00","42,807,538,536.11","1,594.53","2,542,516.84","4,073,913,783.55","4,073.91","3,131,275,845.24","7,205,189,628.79","3,131.28",0.17,581795.00,0.021671,3.82,8.95,2.5,"3,822,000.00","8,950,000.00","2,499,000.00",0.14,0,6,0,6
 Madagascar ,2019,"27,533,134.00","45,495,360,538.73","1,652.39","2,730,378.94","3,906,790,545.13","3,906.79","2,690,543,661.81","6,597,334,206.93","2,690.54",0.15,581795.00,0.021131,4.3,8.73,2.81,"4,299,000.00","8,730,000.00","2,809,000.00",0.16,0,6,0,6
 Madagascar ,2020,"28,225,177.00","42,757,239,266.36","1,514.86","2,294,805.93","3,219,072,065.59","3,219.07","2,006,132,933.90","5,225,204,999.49","2,006.13",0.12,581795.00,0.020613,4,8.73,2.55,"4,001,000.00","8,730,000.00","2,546,000.00",0.14,0,6,0,6
 Madagascar ,2021,"28,915,653.00","46,494,497,008.92","1,607.94","2,585,455.69","3,219,072,065.59","3,219.07","2,006,132,933.90","5,225,204,999.49","2,006.13",0.11,581795.00,0.02012,4.24,8.73,2.69,"4,244,000.00","8,730,000.00","2,687,000.00",0.15,0,6,0,6
 Malaysia ,2011,"29,184,133.00","621,861,803,378.81","21,308.22","454,040,059.82","187,474,000,000.00","187,474.00","228,086,000,000.00","415,560,000,000.00","228,086.00",0.67,328550.00,0.011258,216.99,13.22,71.75,"216,994,000.00","13,220,000.00","71,753,000.00",7.44,1,6,0,6
 Malaysia ,2012,"29,660,212.00","668,155,626,860.02","22,527.00","507,465,776.30","196,392,000,000.00","196,392.00","227,538,000,000.00","423,930,000,000.00","227,538.00",0.63,328550.00,0.011077,213.29,13.52,74.28,"213,288,000.00","13,520,000.00","74,277,000.00",7.19,1,6,0,6
 Malaysia ,2013,"30,134,807.00","691,871,113,876.77","22,959.20","527,124,945.40","205,898,000,000.00","205,898.00","228,330,000,000.00","434,228,000,000.00","228,330.00",0.63,328550.00,0.010903,242.17,12.96,87.21,"242,166,000.00","12,960,000.00","87,213,000.00",8.04,1,6,0,6
 Malaysia ,2014,"30,606,459.00","734,947,546,649.78","24,012.83","576,615,768.89","208,851,000,000.00","208,851.00","233,927,000,000.00","442,778,000,000.00","233,927.00",0.6,328550.00,0.010735,245.33,13.58,88.72,"245,329,000.00","13,580,000.00","88,718,000.00",8.02,1,6,1,5
 Malaysia ,2015,"31,068,833.00","750,776,977,371.13","24,164.96","583,945,090.63","175,971,000,000.00","175,971.00","199,953,000,000.00","375,924,000,000.00","199,953.00",0.5,328550.00,0.010575,235.7,13.24,76.19,"235,702,000.00","13,240,000.00","76,189,000.00",7.59,1,6,1,5
 Malaysia ,2016,"31,526,418.00","783,874,286,150.63","24,864.05","618,220,750.02","168,684,000,000.00","168,684.00","189,743,000,000.00","358,427,000,000.00","189,743.00",0.46,328550.00,0.010421,252.06,13.34,88.37,"252,061,000.00","13,340,000.00","88,368,000.00",8,1,6,1,5
 Malaysia ,2017,"31,975,806.00","829,297,091,479.30","25,935.14","672,631,626.74","195,416,000,000.00","195,416.00","218,130,000,000.00","413,546,000,000.00","218,130.00",0.5,328550.00,0.010275,248.2,13.02,81.27,"248,202,000.00","13,020,000.00","81,272,000.00",7.76,1,6,1,5
 Malaysia ,2018,"32,399,271.00","890,232,181,050.59","27,476.92","754,981,139.00","217,603,000,000.00","217,603.00","247,456,000,000.00","465,059,000,000.00","247,456.00",0.52,328550.00,0.010141,267.09,12.38,82.89,"267,087,000.00","12,380,000.00","82,891,000.00",8.24,1,7,0,7
 Malaysia ,2019,"32,804,020.00","946,146,285,663.52","28,842.39","831,883,368.16","204,998,000,000.00","204,998.00","238,193,000,000.00","443,191,000,000.00","238,193.00",0.47,328550.00,0.010016,269.16,13.05,79.13,"269,156,000.00","13,050,000.00","79,128,000.00",8.2,1,7,0,7
 Malaysia ,2020,"33,199,993.00","904,554,407,224.55","27,245.62","742,323,832.07","189,855,000,000.00","189,855.00","234,127,000,000.00","423,982,000,000.00","234,127.00",0.47,328550.00,0.009896,259.48,13.05,70.52,"259,481,000.00","13,050,000.00","70,517,000.00",7.82,1,7,0,7
 Malaysia ,2021,"33,573,874.00","971,274,521,662.06","28,929.47","836,914,477.46","238,239,000,000.00","238,239.00","299,426,000,000.00","537,665,000,000.00","299,426.00",0.55,328550.00,0.009786,256.05,13.05,71.1,"256,049,000.00","13,050,000.00","71,103,000.00",7.63,1,7,0,7
 Mexico ,2011,"114,150,481.00","1,911,319,122,227.47","16,743.86","280,356,686.18","260,733,450,000.00","260,733.45","349,433,000,000.00","610,166,450,000.00","349,433.00",0.32,1943950.00,0.01703,484.17,41.54,272.51,"484,165,000.00","41,540,000.00","272,512,000.00",4.24,1,8,0,8
 Mexico ,2012,"115,755,909.00","2,012,767,821,886.24","17,388.04","302,343,768.59","290,484,040,000.00","290,484.04","370,769,000,000.00","661,253,040,000.00","370,769.00",0.33,1943950.00,0.016794,501.57,42.47,290.16,"501,569,000.00","42,470,000.00","290,158,000.00",4.33,1,8,0,8
 Mexico ,2013,"117,290,686.00","2,064,490,858,166.15","17,601.49","309,812,456.66","289,619,880,000.00","289,619.88","380,013,000,000.00","669,632,880,000.00","380,013.00",0.32,1943950.00,0.016574,495.49,45.28,277.7,"495,485,000.00","45,280,000.00","277,695,000.00",4.22,1,8,0,8
 Mexico ,2014,"118,755,887.00","2,173,227,410,899.10","18,299.96","334,888,360.03","316,778,660,000.00","316,778.66","396,911,000,000.00","713,689,660,000.00","396,911.00",0.33,1943950.00,0.016369,484.11,39.42,269.28,"484,114,000.00","39,420,000.00","269,275,000.00",4.08,1,8,0,8
 Mexico ,2015,"120,149,897.00","2,230,188,837,833.73","18,561.72","344,537,477.69","372,244,460,000.00","372,244.46","380,549,000,000.00","752,793,460,000.00","380,549.00",0.34,1943950.00,0.016179,479.52,39.9,258.87,"479,520,000.00","39,900,000.00","258,874,000.00",3.99,1,8,0,8
 Mexico ,2016,"121,519,221.00","2,383,253,006,289.45","19,612.15","384,636,368.28","430,548,430,000.00","430,548.43","373,948,000,000.00","804,496,430,000.00","373,948.00",0.34,1943950.00,0.015997,479.79,44.25,251.59,"479,790,000.00","44,250,000.00","251,592,000.00",3.95,1,8,0,8
 Mexico ,2017,"122,839,258.00","2,460,766,209,923.96","20,032.41","401,297,394.82","474,498,870,000.00","474,498.87","409,432,000,000.00","883,930,870,000.00","409,432.00",0.36,1943950.00,0.015825,465.62,44.93,245.84,"465,621,000.00","44,930,000.00","245,840,000.00",3.79,1,8,0,8
 Mexico ,2018,"124,013,861.00","2,535,949,723,291.33","20,448.92","418,158,395.39","532,596,830,000.00","532,596.83","450,714,000,000.00","983,310,830,000.00","450,714.00",0.39,1943950.00,0.015675,475.27,43.61,233.83,"475,269,000.00","43,610,000.00","233,825,000.00",3.83,1,8,0,8
 Mexico ,2019,"125,085,311.00","2,529,767,999,360.88","20,224.34","409,023,973.93","523,630,280,000.00","523,630.28","460,603,000,000.00","984,233,280,000.00","460,603.00",0.39,1943950.00,0.015541,472.19,45.47,241.9,"472,191,000.00","45,470,000.00","241,897,000.00",3.77,1,8,0,8
 Mexico ,2020,"125,998,302.00","2,333,909,359,513.08","18,523.34","343,114,116.57","480,943,220,000.00","480,943.22","417,000,000,000.00","897,943,220,000.00","417,000.00",0.38,1943950.00,0.015428,391.71,45.47,190.68,"391,706,000.00","45,470,000.00","190,678,000.00",3.11,1,8,0,8
 Mexico ,2021,"126,705,138.00","2,481,478,532,887.77","19,584.67","383,559,366.36","605,953,720,000.00","605,953.72","494,224,000,000.00","1,100,177,720,000.00","494,224.00",0.44,1943950.00,0.015342,407.21,45.47,195.72,"407,205,000.00","45,470,000.00","195,716,000.00",3.21,1,8,0,8
 Mongolia ,2011,"2,743,938.00","24,691,841,190.05","8,998.69","80,976,380.71","6,357,821,800.00","6,357.82","4,269,055,800.00","10,626,877,600.00","4,269.06",0.43,1557251.95,0.567524,21.37,9.55,3.01,"21,368,000.00","9,550,000.00","3,008,000.00",7.79,0,10,0,10
 Mongolia ,2012,"2,792,349.00","28,889,684,311.68","10,346.01","107,040,023.95","6,357,821,800.00","6,357.82","4,269,055,800.00","10,626,877,600.00","4,269.06",0.37,1557251.95,0.557685,35,10.25,3.43,"35,000,000.00","10,250,000.00","3,433,000.00",12.53,0,10,0,10
 Mongolia ,2013,"2,845,153.00","30,402,499,578.93","10,685.72","114,184,546.30","6,357,821,800.00","6,357.82","4,269,055,800.00","10,626,877,600.00","4,269.06",0.35,1557251.95,0.547335,43.48,10.55,3.58,"43,478,000.00","10,550,000.00","3,576,000.00",15.28,0,10,0,10
 Mongolia ,2014,"2,902,823.00","32,506,744,921.22","11,198.32","125,402,402.18","5,236,667,400.00","5,236.67","5,774,330,900.00","11,010,998,300.00","5,774.33",0.34,1557251.95,0.536461,29.63,11.5,3.4,"29,626,000.00","11,500,000.00","3,404,000.00",10.21,0,10,0,10
 Mongolia ,2015,"2,964,749.00","31,928,136,100.82","10,769.25","115,976,839.52","3,797,519,100.00","3,797.52","4,669,280,500.00","8,466,799,600.00","4,669.28",0.27,1557251.95,0.525256,23.28,12.27,3.37,"23,282,000.00","12,270,000.00","3,368,000.00",7.85,0,10,0,10
 Mongolia ,2016,"3,029,555.00","32,817,601,635.43","10,832.48","117,342,677.94","3,357,940,500.00","3,357.94","4,917,331,000.00","8,275,271,500.00","4,917.33",0.25,1557251.95,0.51402,25.63,12.71,2.89,"25,629,000.00","12,710,000.00","2,887,000.00",8.46,0,10,0,10
 Mongolia ,2017,"3,096,030.00","35,392,260,803.70","11,431.50","130,679,146.90","4,337,322,400.00","4,337.32","6,200,593,000.00","10,537,915,400.00","6,200.59",0.3,1557251.95,0.502983,34.14,13.26,3.76,"34,135,000.00","13,260,000.00","3,759,000.00",11.03,0,10,0,10
 Mongolia ,2018,"3,163,991.00","39,044,359,016.84","12,340.22","152,281,138.85","5,875,032,100.00","5,875.03","7,011,765,000.00","12,886,797,100.00","7,011.77",0.33,1557251.95,0.49218,45.32,13.21,3.95,"45,316,000.00","13,210,000.00","3,953,000.00",14.32,0,10,0,10
 Mongolia ,2019,"3,232,430.00","41,969,237,520.79","12,983.80","168,579,165.97","6,127,438,800.00","6,127.44","7,619,753,900.00","13,747,192,700.00","7,619.75",0.33,1557251.95,0.481759,47.26,13.89,5.01,"47,255,000.00","13,890,000.00","5,005,000.00",14.62,0,10,0,10
 Mongolia ,2020,"3,294,335.00","40,539,157,200.51","12,305.72","151,430,693.20","5,293,939,400.00","5,293.94","7,576,319,500.00","12,870,258,900.00","7,576.32",0.32,1557251.95,0.472706,49.61,13.89,5.28,"49,605,000.00","13,890,000.00","5,282,000.00",15.06,0,10,0,10
 Mongolia ,2021,"3,347,782.00","42,914,813,892.95","12,818.88","164,323,670.43","6,848,642,494.59","6,848.64","9,247,109,734.76","16,095,752,229.35","9,247.11",0.38,1557251.95,0.465159,50.32,13.89,5.43,"50,316,000.00","13,890,000.00","5,429,000.00",15.03,0,10,0,10
 Montenegro ,2011,"620,079.00","8,974,082,419.92","14,472.48","209,452,747.09","2,292,290,000.00","2,292.29","1,509,500,000.00","3,801,790,000.00","1,509.50",0.42,13450.00,0.021691,2.41,0.15,0.73,"2,407,000.00","150,000.00","730,000.00",3.88,0,9,0,9
 Montenegro ,2012,"620,601.00","8,603,940,063.54","13,863.88","192,207,270.15","2,365,220,000.00","2,365.22","1,516,960,000.00","3,882,180,000.00","1,516.96",0.45,13450.00,0.021673,2.21,0.16,0.71,"2,213,000.00","160,000.00","707,000.00",3.57,0,9,0,9
 Montenegro ,2013,"621,207.00","9,237,438,658.88","14,870.15","221,121,235.96","2,255,110,000.00","2,255.11","1,517,730,000.00","3,772,840,000.00","1,517.73",0.41,13450.00,0.021651,2.15,0.15,0.7,"2,151,000.00","150,000.00","699,000.00",3.46,0,9,0,9
 Montenegro ,2014,"621,810.00","9,557,968,488.90","15,371.20","236,273,918.82","2,264,200,000.00","2,264.20","1,515,550,000.00","3,779,750,000.00","1,515.55",0.4,13450.00,0.02163,2.11,0.15,0.69,"2,107,000.00","150,000.00","689,000.00",3.39,0,9,0,9
 Montenegro ,2015,"622,159.00","10,161,624,656.62","16,332.84","266,761,728.36","2,039,424,230.78","2,039.42","351,783,599.53","2,391,207,830.31",351.78,0.24,13450.00,0.021618,2.24,0.16,0.74,"2,239,000.00","160,000.00","744,000.00",3.6,0,9,0,9
 Montenegro ,2016,"622,303.00","11,325,483,421.74","18,199.31","331,214,779.83","2,285,538,386.54","2,285.54","360,534,403.87","2,646,072,790.42",360.53,0.23,13450.00,0.021613,2.02,0.16,0.83,"2,015,000.00","160,000.00","832,000.00",3.24,0,9,0,9
 Montenegro ,2017,"622,373.00","12,249,728,459.91","19,682.29","387,392,703.19","2,612,976,942.14","2,612.98","421,288,415.42","3,034,265,357.56",421.29,0.25,13450.00,0.021611,2.1,0.17,0.9,"2,103,000.00","170,000.00","901,000.00",3.38,0,9,0,9
 Montenegro ,2018,"622,227.00","13,386,234,729.82","21,513.43","462,827,512.79","3,009,584,754.49","3,009.58","472,327,055.59","3,481,911,810.09",472.33,0.26,13450.00,0.021616,2.4,0.15,0.98,"2,400,000.00","150,000.00","978,000.00",3.86,0,9,0,9
 Montenegro ,2019,"622,028.00","14,799,490,068.63","23,792.32","566,074,555.52","2,909,442,982.19","2,909.44","464,829,720.09","3,374,272,702.28",464.83,0.23,13450.00,0.021623,2.48,0.15,1.02,"2,477,000.00","150,000.00","1,022,000.00",3.98,0,9,0,9
 Montenegro ,2020,"621,306.00","12,742,206,604.95","20,508.75","420,608,640.22","2,404,185,508.45","2,404.19","419,741,490.58","2,823,926,999.03",419.74,0.22,13450.00,0.021648,2.45,0.15,0.96,"2,451,000.00","150,000.00","956,000.00",3.94,0,9,0,9
 Montenegro ,2021,"619,211.00","14,510,920,379.16","23,434.53","549,177,319.19","2,957,387,774.24","2,957.39","515,450,180.62","3,472,837,954.86",515.45,0.24,13450.00,0.021721,1.75,0.15,0.97,"1,751,000.00","150,000.00","965,000.00",2.83,0,9,0,9
 Morocco ,2011,"32,903,699.00","223,315,729,951.26","6,699.54","44,883,856.36","44,273,000,000.00","44,273.00","21,655,000,000.00","65,928,000,000.00","21,655.00",0.3,446300.00,0.013564,54.87,8.44,36.57,"54,868,000.00","8,440,000.00","36,574,000.00",1.67,0,1,5,-4
 Morocco ,2012,"33,352,169.00","226,123,984,328.44","6,690.43","44,761,875.54","44,871,000,000.00","44,871.00","21,445,000,000.00","66,316,000,000.00","21,445.00",0.29,446300.00,0.013381,56.95,8,37.26,"56,954,000.00","8,000,000.00","37,258,000.00",1.71,0,1,5,-4
 Morocco ,2013,"33,803,527.00","236,669,859,661.44","6,906.79","47,703,687.94","45,191,000,000.00","45,191.00","21,972,000,000.00","67,163,000,000.00","21,972.00",0.28,446300.00,0.013203,56.61,8.77,36.97,"56,606,000.00","8,770,000.00","36,973,000.00",1.67,0,1,5,-4
 Morocco ,2014,"34,248,603.00","248,261,803,038.74","7,149.04","51,108,717.63","46,281,000,000.00","46,281.00","23,921,000,000.00","70,202,000,000.00","23,921.00",0.28,446300.00,0.013031,57.18,8.67,34.46,"57,175,000.00","8,670,000.00","34,458,000.00",1.67,0,1,5,-4
 Morocco ,2015,"34,680,458.00","269,769,479,474.16","7,669.95","58,828,061.10","38,101,000,000.00","38,101.00","22,334,000,000.00","60,435,000,000.00","22,334.00",0.22,446300.00,0.012869,58.5,9.09,34.08,"58,495,000.00","9,090,000.00","34,079,000.00",1.69,0,1,5,-4
 Morocco ,2016,"35,107,264.00","273,970,677,752.33","7,693.06","59,183,127.99","41,389,000,000.00","41,389.00","22,661,000,000.00","64,050,000,000.00","22,661.00",0.23,446300.00,0.012712,58.46,7.83,34.65,"58,457,000.00","7,830,000.00","34,654,000.00",1.67,0,1,5,-4
 Morocco ,2017,"35,528,115.00","285,550,398,889.94","7,921.62","62,752,049.81","44,490,000,000.00","44,490.00","25,273,000,000.00","69,763,000,000.00","25,273.00",0.24,446300.00,0.012562,61.47,9.21,36.83,"61,472,000.00","9,210,000.00","36,831,000.00",1.73,0,1,5,-4
 Morocco ,2018,"35,927,511.00","301,335,312,925.52","8,264.93","68,309,062.74","51,039,000,000.00","51,039.00","28,609,000,000.00","79,648,000,000.00","28,609.00",0.26,446300.00,0.012422,63.01,9.37,35.79,"63,010,000.00","9,370,000.00","35,792,000.00",1.75,0,1,5,-4
 Morocco ,2019,"36,304,408.00","315,592,696,687.99","8,564.42","73,349,271.87","50,736,000,000.00","50,736.00","29,131,000,000.00","79,867,000,000.00","29,131.00",0.25,446300.00,0.012293,68.61,8.9,36.34,"68,608,000.00","8,900,000.00","36,343,000.00",1.89,0,1,5,-4
 Morocco ,2020,"36,688,772.00","296,441,060,964.49","7,959.26","63,349,761.61","43,831,000,000.00","43,831.00","27,160,000,000.00","70,991,000,000.00","27,160.00",0.24,446300.00,0.012164,64.72,8.9,32.8,"64,720,000.00","8,900,000.00","32,795,000.00",1.76,0,1,5,-4
 Morocco ,2021,"37,076,584.00","333,242,868,979.04","8,852.91","78,374,087.40","58,035,000,000.00","58,035.00","35,845,000,000.00","93,880,000,000.00","35,845.00",0.28,446300.00,0.012037,70.58,8.9,36.16,"70,578,000.00","8,900,000.00","36,159,000.00",1.9,0,1,5,-4
 Namibia ,2011,"2,132,340.00","19,321,711,402.13","9,061.27","82,106,638.92","6,598,611,030.70","6,598.61","5,339,968,062.80","11,938,579,093.50","5,339.97",0.62,823290.00,0.386097,2.78,6.6,2.57,"2,782,000.00","6,600,000.00","2,565,000.00",1.3,0,6,0,6
 Namibia ,2012,"2,167,470.00","20,501,646,103.42","9,458.79","89,468,730.45","7,338,477,671.75","7,338.48","5,484,380,400.98","12,822,858,072.73","5,484.38",0.63,823290.00,0.379839,3.36,7.2,2.86,"3,355,000.00","7,200,000.00","2,857,000.00",1.55,0,6,0,6
 Namibia ,2013,"2,204,510.00","21,744,370,580.11","9,863.58","97,290,298.42","7,502,909,618.24","7,502.91","5,692,318,077.00","13,195,227,695.25","5,692.32",0.61,823290.00,0.373457,2.57,3.57,2.19,"2,568,000.00","3,570,000.00","2,191,000.00",1.16,0,6,0,6
 Namibia ,2014,"2,243,001.00","23,796,468,385.04","10,609.21","112,555,334.42","8,632,029,151.53","8,632.03","5,996,032,310.77","14,628,061,462.30","5,996.03",0.61,823290.00,0.367048,3.68,3.01,3.31,"3,678,000.00","3,010,000.00","3,305,000.00",1.64,0,6,0,6
 Namibia ,2015,"2,282,704.00","24,615,023,878.29","10,783.27","116,279,009.36","7,772,416,559.82","7,772.42","4,566,892,357.64","12,339,308,917.45","4,566.89",0.5,823290.00,0.360664,3.85,2.96,3.51,"3,851,000.00","2,960,000.00","3,514,000.00",1.69,0,6,0,6
 Namibia ,2016,"2,323,352.00","24,587,611,894.44","10,582.82","111,996,041.64","6,720,161,231.74","6,720.16","4,826,945,816.65","11,547,107,048.39","4,826.95",0.47,823290.00,0.354354,4.05,3.23,3.72,"4,051,000.00","3,230,000.00","3,719,000.00",1.74,0,6,0,6
 Namibia ,2017,"2,364,534.00","24,438,091,221.54","10,335.27","106,817,752.71","6,981,506,136.64","6,981.51","5,188,283,428.93","12,169,789,565.57","5,188.28",0.5,823290.00,0.348183,4.22,3.27,3.72,"4,216,000.00","3,270,000.00","3,723,000.00",1.78,0,6,0,6
